iteration,current_Check,current_Raise50,average_Check,average_Raise50
631,0.651703,0.348297,0.730973,0.269027
632,0.666105,0.333895,0.730839,0.269161
633,0.666105,0.333895,0.730839,0.269161
634,0.679893,0.320107,0.730753,0.269247
635,0.679893,0.320107,0.730753,0.269247
636,0.692728,0.307272,0.730714,0.269286
637,0.692728,0.307272,0.730714,0.269286
638,0.704486,0.295514,0.730718,0.269282
639,0.704486,0.295514,0.730718,0.269282
640,0.715401,0.284599,0.730761,0.269239
641,0.715401,0.284599,0.730761,0.269239
642,0.725905,0.274095,0.730840,0.269160
643,0.725905,0.274095,0.730840,0.269160
644,0.736228,0.263772,0.730951,0.269049
645,0.736228,0.263772,0.730951,0.269049
646,0.745898,0.254102,0.731096,0.268904
647,0.745898,0.254102,0.731096,0.268904
648,0.754354,0.245646,0.731269,0.268731
649,0.754354,0.245646,0.731269,0.268731
650,0.761161,0.238839,0.731468,0.268532
651,0.761161,0.238839,0.731468,0.268532
652,0.765999,0.234001,0.731686,0.268314
653,0.765999,0.234001,0.731686,0.268314
654,0.768686,0.231314,0.731916,0.268084
655,0.768686,0.231314,0.731916,0.268084
656,0.769225,0.230775,0.732151,0.267849
657,0.769225,0.230775,0.732151,0.267849
658,0.767889,0.232111,0.732382,0.267618
659,0.767889,0.232111,0.732382,0.267618
660,0.764774,0.235226,0.732604,0.267396
661,0.764774,0.235226,0.732604,0.267396
662,0.758441,0.241559,0.732812,0.267188
663,0.758441,0.241559,0.732812,0.267188
664,0.749212,0.250788,0.732994,0.267006
665,0.749212,0.250788,0.732994,0.267006
666,0.737542,0.262458,0.733143,0.266857
667,0.737542,0.262458,0.733143,0.266857
668,0.723978,0.276022,0.733251,0.266749
669,0.723978,0.276022,0.733251,0.266749
670,0.709101,0.290899,0.733312,0.266688
671,0.709101,0.290899,0.733312,0.266688
672,0.693486,0.306514,0.733325,0.266675
673,0.693486,0.306514,0.733325,0.266675
674,0.677669,0.322331,0.733288,0.266712
675,0.677669,0.322331,0.733288,0.266712
676,0.662129,0.337871,0.733201,0.266799
677,0.662129,0.337871,0.733201,0.266799
678,0.647276,0.352724,0.733067,0.266933
679,0.647276,0.352724,0.733067,0.266933
680,0.633454,0.366546,0.732888,0.267112
681,0.633454,0.366546,0.732888,0.267112
682,0.620944,0.379056,0.732669,0.267331
683,0.620944,0.379056,0.732669,0.267331
684,0.609964,0.390036,0.732414,0.267586
685,0.609964,0.390036,0.732414,0.267586
686,0.600684,0.399316,0.732128,0.267872
687,0.600684,0.399316,0.732128,0.267872
688,0.592296,0.407704,0.731818,0.268182
689,0.592296,0.407704,0.731818,0.268182
690,0.584581,0.415419,0.731485,0.268515
691,0.584581,0.415419,0.731485,0.268515
692,0.577962,0.422038,0.731133,0.268867
693,0.577962,0.422038,0.731133,0.268867
694,0.572661,0.427339,0.730766,0.269234
695,0.572661,0.427339,0.730766,0.269234
696,0.568792,0.431208,0.730386,0.269614
697,0.568792,0.431208,0.730386,0.269614
698,0.566403,0.433597,0.729998,0.270002
699,0.566403,0.433597,0.729998,0.270002
700,0.565499,0.434501,0.729608,0.270392
701,0.565499,0.434501,0.729608,0.270392
702,0.566072,0.433928,0.729218,0.270782
703,0.566072,0.433928,0.729218,0.270782
704,0.568139,0.431861,0.728834,0.271166
705,0.568139,0.431861,0.728834,0.271166
706,0.571815,0.428185,0.728459,0.271541
707,0.571815,0.428185,0.728459,0.271541
708,0.577346,0.422654,0.728099,0.271901
709,0.577346,0.422654,0.728099,0.271901
710,0.585052,0.414948,0.727758,0.272242
711,0.585052,0.414948,0.727758,0.272242
712,0.595165,0.404835,0.727442,0.272558
713,0.595165,0.404835,0.727442,0.272558
714,0.607729,0.392271,0.727158,0.272842
715,0.607729,0.392271,0.727158,0.272842
716,0.622433,0.377567,0.726914,0.273086
717,0.622433,0.377567,0.726914,0.273086
718,0.639032,0.360968,0.726714,0.273286
719,0.639032,0.360968,0.726714,0.273286
720,0.657313,0.342687,0.726564,0.273436
721,0.657313,0.342687,0.726564,0.273436
722,0.677085,0.322915,0.726468,0.273532
723,0.677085,0.322915,0.726468,0.273532
724,0.698180,0.301820,0.726432,0.273568
725,0.698180,0.301820,0.726432,0.273568
726,0.720502,0.279498,0.726457,0.273543
727,0.720502,0.279498,0.726457,0.273543
728,0.744179,0.255821,0.726548,0.273452
729,0.744179,0.255821,0.726548,0.273452
730,0.767198,0.232802,0.726708,0.273292
731,0.767198,0.232802,0.726708,0.273292
732,0.788604,0.211396,0.726934,0.273066
733,0.788604,0.211396,0.726934,0.273066
734,0.807450,0.192550,0.727222,0.272778
735,0.807450,0.192550,0.727222,0.272778
736,0.822701,0.177299,0.727562,0.272438
737,0.822701,0.177299,0.727562,0.272438
738,0.833346,0.166654,0.727942,0.272058
739,0.833346,0.166654,0.727942,0.272058
740,0.838547,0.161453,0.728349,0.271651
741,0.838547,0.161453,0.728349,0.271651
742,0.837794,0.162206,0.728764,0.271236
743,0.837794,0.162206,0.728764,0.271236
744,0.831021,0.168979,0.729170,0.270830
745,0.831021,0.168979,0.729170,0.270830
746,0.818638,0.181362,0.729549,0.270451
747,0.818638,0.181362,0.729549,0.270451
748,0.801449,0.198551,0.729884,0.270116
749,0.801449,0.198551,0.729884,0.270116
750,0.780514,0.219486,0.730162,0.269838
751,0.780514,0.219486,0.730162,0.269838
752,0.756980,0.243020,0.730376,0.269624
753,0.756980,0.243020,0.730376,0.269624
754,0.731583,0.268417,0.730519,0.269481
755,0.731583,0.268417,0.730519,0.269481
756,0.704232,0.295768,0.730587,0.269413
757,0.704232,0.295768,0.730587,0.269413
758,0.676413,0.323587,0.730578,0.269422
759,0.676413,0.323587,0.730578,0.269422
760,0.649125,0.350875,0.730493,0.269507
761,0.649125,0.350875,0.730493,0.269507
762,0.623054,0.376946,0.730333,0.269667
763,0.623054,0.376946,0.730333,0.269667
764,0.598671,0.401329,0.730105,0.269895
765,0.598671,0.401329,0.730105,0.269895
766,0.576303,0.423697,0.729814,0.270186
767,0.576303,0.423697,0.729814,0.270186
768,0.556192,0.443808,0.729467,0.270533
769,0.556192,0.443808,0.729467,0.270533
770,0.538527,0.461473,0.729070,0.270930
771,0.538527,0.461473,0.729070,0.270930
772,0.523494,0.476506,0.728631,0.271369
773,0.523494,0.476506,0.728631,0.271369
774,0.511298,0.488702,0.728157,0.271843
775,0.511298,0.488702,0.728157,0.271843
776,0.502182,0.497818,0.727655,0.272345
777,0.502182,0.497818,0.727655,0.272345
778,0.496399,0.503601,0.727135,0.272865
779,0.496399,0.503601,0.727135,0.272865
780,0.494154,0.505846,0.726605,0.273395
781,0.494154,0.505846,0.726605,0.273395
782,0.495556,0.504444,0.726074,0.273926
783,0.495556,0.504444,0.726074,0.273926
784,0.500574,0.499426,0.725551,0.274449
785,0.500574,0.499426,0.725551,0.274449
786,0.509006,0.490994,0.725045,0.274955
787,0.509006,0.490994,0.725045,0.274955
788,0.520669,0.479331,0.724565,0.275435
789,0.520669,0.479331,0.724565,0.275435
790,0.535410,0.464590,0.724119,0.275881
791,0.535410,0.464590,0.724119,0.275881
792,0.553124,0.446876,0.723715,0.276285
793,0.553124,0.446876,0.723715,0.276285
794,0.573796,0.426204,0.723359,0.276641
795,0.573796,0.426204,0.723359,0.276641
796,0.597619,0.402381,0.723059,0.276941
797,0.597619,0.402381,0.723059,0.276941
798,0.623614,0.376386,0.722823,0.277177
799,0.623614,0.376386,0.722823,0.277177
800,0.651376,0.348624,0.722657,0.277343
801,0.651376,0.348624,0.722657,0.277343
802,0.680728,0.319272,0.722565,0.277435
803,0.680728,0.319272,0.722565,0.277435
804,0.711438,0.288562,0.722551,0.277449
805,0.711438,0.288562,0.722551,0.277449
806,0.743169,0.256831,0.722618,0.277382
807,0.743169,0.256831,0.722618,0.277382
808,0.775417,0.224583,0.722771,0.277229
809,0.775417,0.224583,0.722771,0.277229
810,0.807432,0.192568,0.723009,0.276991
811,0.807432,0.192568,0.723009,0.276991
812,0.838148,0.161852,0.723332,0.276668
813,0.838148,0.161852,0.723332,0.276668
814,0.866125,0.133875,0.723736,0.276264
815,0.866125,0.133875,0.723736,0.276264
816,0.889586,0.110414,0.724212,0.275788
817,0.889586,0.110414,0.724212,0.275788
818,0.906583,0.093417,0.724748,0.275252
819,0.906583,0.093417,0.724748,0.275252
820,0.914487,0.085513,0.725320,0.274680
821,0.914487,0.085513,0.725320,0.274680
822,0.911054,0.088946,0.725901,0.274099
823,0.911054,0.088946,0.725901,0.274099
824,0.896720,0.103280,0.726465,0.273535
825,0.896720,0.103280,0.726465,0.273535
826,0.873028,0.126972,0.726983,0.273017
827,0.873028,0.126972,0.726983,0.273017
828,0.842614,0.157386,0.727428,0.272572
829,0.842614,0.157386,0.727428,0.272572
830,0.807918,0.192082,0.727785,0.272215
831,0.807918,0.192082,0.727785,0.272215
832,0.771074,0.228926,0.728045,0.271955
833,0.771074,0.228926,0.728045,0.271955
834,0.733750,0.266250,0.728207,0.271793
835,0.733750,0.266250,0.728207,0.271793
836,0.697154,0.302846,0.728271,0.271729
837,0.697154,0.302846,0.728271,0.271729
838,0.662132,0.337868,0.728244,0.271756
839,0.662132,0.337868,0.728244,0.271756
840,0.629274,0.370726,0.728130,0.271870
841,0.629274,0.370726,0.728130,0.271870
842,0.599015,0.400985,0.727937,0.272063
843,0.599015,0.400985,0.727937,0.272063
844,0.571695,0.428305,0.727672,0.272328
845,0.571695,0.428305,0.727672,0.272328
846,0.547591,0.452409,0.727345,0.272655
847,0.547591,0.452409,0.727345,0.272655
848,0.526925,0.473075,0.726963,0.273037
849,0.526925,0.473075,0.726963,0.273037
850,0.509875,0.490125,0.726536,0.273464
851,0.509875,0.490125,0.726536,0.273464
852,0.496533,0.503467,0.726072,0.273928
853,0.496533,0.503467,0.726072,0.273928
854,0.486896,0.513104,0.725581,0.274419
855,0.486896,0.513104,0.725581,0.274419
856,0.480969,0.519031,0.725072,0.274928
857,0.480969,0.519031,0.725072,0.274928
858,0.478752,0.521248,0.724554,0.275446
859,0.478752,0.521248,0.724554,0.275446
860,0.480256,0.519744,0.724035,0.275965
861,0.480256,0.519744,0.724035,0.275965
862,0.485546,0.514454,0.723523,0.276477
863,0.485546,0.514454,0.723523,0.276477
864,0.494421,0.505579,0.723028,0.276972
865,0.494421,0.505579,0.723028,0.276972
866,0.505902,0.494098,0.722556,0.277444
867,0.505902,0.494098,0.722556,0.277444
868,0.519809,0.480191,0.722115,0.277885
869,0.519809,0.480191,0.722115,0.277885
870,0.535966,0.464034,0.721710,0.278290
871,0.535966,0.464034,0.721710,0.278290
872,0.554210,0.445790,0.721345,0.278655
873,0.554210,0.445790,0.721345,0.278655
874,0.574393,0.425607,0.721025,0.278975
875,0.574393,0.425607,0.721025,0.278975
876,0.596378,0.403622,0.720755,0.279245
877,0.596378,0.403622,0.720755,0.279245
878,0.620036,0.379964,0.720538,0.279462
879,0.620036,0.379964,0.720538,0.279462
880,0.645238,0.354762,0.720379,0.279621
881,0.645238,0.354762,0.720379,0.279621
882,0.671835,0.328165,0.720280,0.279720
883,0.671835,0.328165,0.720280,0.279720
884,0.699642,0.300358,0.720246,0.279754
885,0.699642,0.300358,0.720246,0.279754
886,0.728350,0.271650,0.720278,0.279722
887,0.728350,0.271650,0.720278,0.279722
888,0.756284,0.243716,0.720380,0.279620
889,0.756284,0.243716,0.720380,0.279620
890,0.782996,0.217004,0.720549,0.279451
891,0.782996,0.217004,0.720549,0.279451
892,0.807775,0.192225,0.720781,0.279219
893,0.807775,0.192225,0.720781,0.279219
894,0.829698,0.170302,0.721073,0.278927
895,0.829698,0.170302,0.721073,0.278927
896,0.847703,0.152297,0.721415,0.278585
897,0.847703,0.152297,0.721415,0.278585
898,0.860715,0.139285,0.721798,0.278202
899,0.860715,0.139285,0.721798,0.278202
900,0.867824,0.132176,0.722209,0.277791
901,0.867824,0.132176,0.722209,0.277791
902,0.868471,0.131529,0.722632,0.277368
903,0.868471,0.131529,0.722632,0.277368
904,0.862594,0.137406,0.723050,0.276950
905,0.862594,0.137406,0.723050,0.276950
906,0.850674,0.149326,0.723448,0.276552
907,0.850674,0.149326,0.723448,0.276552
908,0.833650,0.166350,0.723811,0.276189
909,0.833650,0.166350,0.723811,0.276189
910,0.812754,0.187246,0.724128,0.275872
911,0.812754,0.187246,0.724128,0.275872
912,0.789296,0.210704,0.724390,0.275610
913,0.789296,0.210704,0.724390,0.275610
914,0.764487,0.235513,0.724594,0.275406
915,0.764487,0.235513,0.724594,0.275406
916,0.739325,0.260675,0.724737,0.275263
917,0.739325,0.260675,0.724737,0.275263
918,0.714577,0.285423,0.724819,0.275181
919,0.714577,0.285423,0.724819,0.275181
920,0.690724,0.309276,0.724844,0.275156
921,0.690724,0.309276,0.724844,0.275156
922,0.668097,0.331903,0.724815,0.275185
923,0.668097,0.331903,0.724815,0.275185
924,0.646985,0.353015,0.724734,0.275266
925,0.646985,0.353015,0.724734,0.275266
926,0.627642,0.372358,0.724607,0.275393
927,0.627642,0.372358,0.724607,0.275393
928,0.610305,0.389695,0.724438,0.275562
929,0.610305,0.389695,0.724438,0.275562
930,0.595226,0.404774,0.724232,0.275768
931,0.595226,0.404774,0.724232,0.275768
932,0.582743,0.417257,0.723995,0.276005
933,0.582743,0.417257,0.723995,0.276005
934,0.572333,0.427667,0.723732,0.276268
935,0.572333,0.427667,0.723732,0.276268
936,0.563718,0.436282,0.723449,0.276551
937,0.563718,0.436282,0.723449,0.276551
938,0.556941,0.443059,0.723149,0.276851
939,0.556941,0.443059,0.723149,0.276851
940,0.552023,0.447977,0.722837,0.277163
941,0.552023,0.447977,0.722837,0.277163
942,0.548963,0.451037,0.722517,0.277483
943,0.548963,0.451037,0.722517,0.277483
944,0.547743,0.452257,0.722193,0.277807
945,0.547743,0.452257,0.722193,0.277807
946,0.548328,0.451672,0.721868,0.278132
947,0.548328,0.451672,0.721868,0.278132
948,0.550669,0.449331,0.721547,0.278453
949,0.550669,0.449331,0.721547,0.278453
950,0.554701,0.445299,0.721233,0.278767
951,0.554701,0.445299,0.721233,0.278767
952,0.560352,0.439648,0.720930,0.279070
953,0.560352,0.439648,0.720930,0.279070
954,0.567536,0.432464,0.720641,0.279359
955,0.567536,0.432464,0.720641,0.279359
956,0.576162,0.423838,0.720369,0.279631
957,0.576162,0.423838,0.720369,0.279631
958,0.586108,0.413892,0.720118,0.279882
959,0.586108,0.413892,0.720118,0.279882
960,0.596331,0.403669,0.719889,0.280111
961,0.596331,0.403669,0.719889,0.280111
962,0.606930,0.393070,0.719684,0.280316
963,0.606930,0.393070,0.719684,0.280316
964,0.617910,0.382090,0.719503,0.280497
965,0.617910,0.382090,0.719503,0.280497
966,0.629217,0.370783,0.719346,0.280654
967,0.629217,0.370783,0.719346,0.280654
968,0.640760,0.359240,0.719215,0.280785
969,0.640760,0.359240,0.719215,0.280785
970,0.652419,0.347581,0.719109,0.280891
971,0.652419,0.347581,0.719109,0.280891
972,0.664055,0.335945,0.719028,0.280972
973,0.664055,0.335945,0.719028,0.280972
974,0.675511,0.324489,0.718974,0.281026
975,0.675511,0.324489,0.718974,0.281026
976,0.686622,0.313378,0.718944,0.281056
977,0.686622,0.313378,0.718944,0.281056
978,0.697235,0.302765,0.718937,0.281063
979,0.697235,0.302765,0.718937,0.281063
980,0.707217,0.292783,0.718954,0.281046
981,0.707217,0.292783,0.718954,0.281046
982,0.716489,0.283511,0.718992,0.281008
983,0.716489,0.283511,0.718992,0.281008
984,0.725025,0.274975,0.719049,0.280951
985,0.725025,0.274975,0.719049,0.280951
986,0.732845,0.267155,0.719124,0.280876
987,0.732845,0.267155,0.719124,0.280876
988,0.739978,0.260022,0.719215,0.280785
989,0.739978,0.260022,0.719215,0.280785
990,0.746435,0.253565,0.719320,0.280680
991,0.746435,0.253565,0.719320,0.280680
992,0.752190,0.247810,0.719438,0.280562
993,0.752190,0.247810,0.719438,0.280562
994,0.757032,0.242968,0.719567,0.280433
995,0.757032,0.242968,0.719567,0.280433
996,0.760801,0.239199,0.719705,0.280295
997,0.760801,0.239199,0.719705,0.280295
998,0.763389,0.236611,0.719849,0.280151
999,0.763389,0.236611,0.719849,0.280151
