iteration,current_Check,current_Raise50,average_Check,average_Raise50
531,1.000000,0.000000,0.967257,0.032743
532,1.000000,0.000000,0.967379,0.032621
533,1.000000,0.000000,0.967379,0.032621
534,1.000000,0.000000,0.967501,0.032499
535,1.000000,0.000000,0.967501,0.032499
536,1.000000,0.000000,0.967622,0.032378
537,1.000000,0.000000,0.967622,0.032378
538,1.000000,0.000000,0.967742,0.032258
539,1.000000,0.000000,0.967742,0.032258
540,1.000000,0.000000,0.967861,0.032139
541,1.000000,0.000000,0.967861,0.032139
542,0.916423,0.083577,0.967978,0.032022
543,0.916423,0.083577,0.967978,0.032022
544,0.841329,0.158671,0.968027,0.031973
545,0.841329,0.158671,0.968027,0.031973
546,0.838474,0.161526,0.968004,0.031996
547,0.838474,0.161526,0.968004,0.031996
548,0.898207,0.101793,0.968016,0.031984
549,0.898207,0.101793,0.968016,0.031984
550,1.000000,0.000000,0.968090,0.031910
551,1.000000,0.000000,0.968090,0.031910
552,1.000000,0.000000,0.968205,0.031795
553,1.000000,0.000000,0.968205,0.031795
554,1.000000,0.000000,0.968320,0.031680
555,1.000000,0.000000,0.968320,0.031680
556,1.000000,0.000000,0.968433,0.031567
557,1.000000,0.000000,0.968433,0.031567
558,1.000000,0.000000,0.968546,0.031454
559,1.000000,0.000000,0.968546,0.031454
560,1.000000,0.000000,0.968658,0.031342
561,1.000000,0.000000,0.968658,0.031342
562,1.000000,0.000000,0.968769,0.031231
563,1.000000,0.000000,0.968769,0.031231
564,1.000000,0.000000,0.968879,0.031121
565,1.000000,0.000000,0.968879,0.031121
566,1.000000,0.000000,0.968989,0.031011
567,1.000000,0.000000,0.968989,0.031011
568,1.000000,0.000000,0.969098,0.030902
569,1.000000,0.000000,0.969098,0.030902
570,1.000000,0.000000,0.969206,0.030794
571,1.000000,0.000000,0.969206,0.030794
572,1.000000,0.000000,0.969313,0.030687
573,1.000000,0.000000,0.969313,0.030687
574,1.000000,0.000000,0.969420,0.030580
575,1.000000,0.000000,0.969420,0.030580
576,1.000000,0.000000,0.969525,0.030475
577,1.000000,0.000000,0.969525,0.030475
578,1.000000,0.000000,0.969630,0.030370
579,1.000000,0.000000,0.969630,0.030370
580,1.000000,0.000000,0.969735,0.030265
581,1.000000,0.000000,0.969735,0.030265
582,1.000000,0.000000,0.969839,0.030161
583,1.000000,0.000000,0.969839,0.030161
584,1.000000,0.000000,0.969941,0.030059
585,1.000000,0.000000,0.969941,0.030059
586,1.000000,0.000000,0.970044,0.029956
587,1.000000,0.000000,0.970044,0.029956
588,1.000000,0.000000,0.970145,0.029855
589,1.000000,0.000000,0.970145,0.029855
590,1.000000,0.000000,0.970246,0.029754
591,1.000000,0.000000,0.970246,0.029754
592,1.000000,0.000000,0.970346,0.029654
593,1.000000,0.000000,0.970346,0.029654
594,1.000000,0.000000,0.970446,0.029554
595,1.000000,0.000000,0.970446,0.029554
596,1.000000,0.000000,0.970545,0.029455
597,1.000000,0.000000,0.970545,0.029455
598,1.000000,0.000000,0.970643,0.029357
599,1.000000,0.000000,0.970643,0.029357
600,1.000000,0.000000,0.970740,0.029260
601,1.000000,0.000000,0.970740,0.029260
602,1.000000,0.000000,0.970837,0.029163
603,1.000000,0.000000,0.970837,0.029163
604,1.000000,0.000000,0.970933,0.029067
605,1.000000,0.000000,0.970933,0.029067
606,1.000000,0.000000,0.971029,0.028971
607,1.000000,0.000000,0.971029,0.028971
608,1.000000,0.000000,0.971124,0.028876
609,1.000000,0.000000,0.971124,0.028876
610,1.000000,0.000000,0.971218,0.028782
611,1.000000,0.000000,0.971218,0.028782
612,1.000000,0.000000,0.971312,0.028688
613,1.000000,0.000000,0.971312,0.028688
614,1.000000,0.000000,0.971405,0.028595
615,1.000000,0.000000,0.971405,0.028595
616,1.000000,0.000000,0.971498,0.028502
617,1.000000,0.000000,0.971498,0.028502
618,1.000000,0.000000,0.971590,0.028410
619,1.000000,0.000000,0.971590,0.028410
620,1.000000,0.000000,0.971681,0.028319
621,1.000000,0.000000,0.971681,0.028319
622,1.000000,0.000000,0.971772,0.028228
623,1.000000,0.000000,0.971772,0.028228
624,1.000000,0.000000,0.971862,0.028138
625,1.000000,0.000000,0.971862,0.028138
626,1.000000,0.000000,0.971952,0.028048
627,1.000000,0.000000,0.971952,0.028048
